26T/184k/179S/41W|vpumeyyv|https://i.imgur.com/909yQBH.gif|TCS
26T/191k/172S/39W|vpumeyyv|https://i.imgur.com/zmNt2Wf.gif|
26T/198k/183S/37W|notgreat/vpumeyyv|https://i.imgur.com/pMAtVmy.gif|
26T/199k/189S/27W|Nick/vpumeyyv|https://i.imgur.com/OVx3i3C.gif|
26T/200k/172S/36W|vpumeyyv|https://cdn.discordapp.com/attachments/993498489717805076/1030531753699455106/20th_Century_Food_Court_-_ROSIES_DOUGHNUTS_26_200_2022-10-14-15-47-00.gif|
26T/201k/234S/22W|vpumeyyv|https://i.imgur.com/Vio9tF1.gif|TWC
26T/205k/183S/27W|vpumeyyv||
26T/213k/172S/32W|vpumeyyv|https://i.imgur.com/ZVpGclV.gif|
26T/218k/172S/30W|vpumeyyv|https://i.imgur.com/xQoXm3h.gif|TSW
27T/195k/169S/40W|Tom3877/vpumeyyv|https://i.imgur.com/rHj3BZB.gif|STC,SCW
27T/205k/169S/38W|Tom3877|https://cdn.discordapp.com/attachments/993498489717805076/1032174682742472734/20th_Century_Food_Court_-_ROSIES_DOUGHNUTS_27_205_2022-10-19-08-07-58.gif|
27T/206k/169S/33W|Tom3877/vpumeyyv|https://i.imgur.com/KAyzojc.gif|SWT
27T/209k/170S/31W|Tom3877/vpumeyyv|https://i.imgur.com/CqgpNFL.gif|
28T/194k/252S/28W|notgreat||
30T/193k/210S/37W|katplay||
32T/162k/201S/29W|yut23|https://cdn.discordapp.com/attachments/993498489717805076/1024887579998433281/20th_Century_Food_Court_-_ROSIES_DOUGHNUTS_32_162_2022-09-28-23-35-58.gif|
47T/111k/258S/20W|yut23|https://cdn.discordapp.com/attachments/993498489717805076/1024891704949608538/20th_Century_Food_Court_-_ROSIES_DOUGHNUTS_47_111_2022-09-28-23-52-44.gif|
48T/111k/267S/19W|katplay||
48T/117k/279S/16W|yut23|https://cdn.discordapp.com/attachments/993498489717805076/1021958740351655976/20th_Century_Food_Court_-_ROSIES_DOUGHNUTS_48_117_2022-09-20-21-27-04.gif|
50T/110k/285S/19W|katplay||
59T/108k/327S/15W|vpumeyyv||
146T/95k/629S/24W|Hersmunch|https://cdn.discordapp.com/attachments/993498489717805076/1027721228418560000/20th_Century_Food_Court_-_ROSIES_DOUGHNUTS_146_95_2022-10-06-23-05-34.gif|CTS,CSW
146T/110k/702S/11W|vpumeyyv||
147T/95k/711S/15W|notgreat|https://cdn.discordapp.com/attachments/993498489717805076/1021233807434719252/unknown.png|CWT
147T/96k/711S/13W|vpumeyyv||
147T/105k/711S/11W|notgreat/Syx|https://cdn.discordapp.com/attachments/993498489717805076/1021371140150665287/20th_Century_Food_Court_-_ROSIES_DOUGHNUTS_147_105_2022-09-19-18-32-29.gif|
174T/155k/814S/10W|vpumeyyv|https://i.imgur.com/uftrrdt.gif|WTC
177T/165k/803S/10W|vpumeyyv/Hersmunch|https://cdn.discordapp.com/attachments/993498489717805076/1039959758435799050/20th_Century_Food_Court_-_ROSIES_DOUGHNUTS_177_165_2022-11-09-17-14-54_fast.gif|
187T/155k/766S/10W|vpumeyyv/Hersmunch|https://cdn.discordapp.com/attachments/993498489717805076/1039964552663662725/20th_Century_Food_Court_-_ROSIES_DOUGHNUTS_187_155_2022-11-09-18-02-34_fast.gif|WST
206T/140k/835S/10W|vpumeyyv/Hersmunch|https://i.imgur.com/75kAKg2.gif|WCS
