19T/246k/48S/16W|vpumeyyv|https://i.imgur.com/TJTTk4c.gif|TCS,TSW,STC,SCW,SWT
19T/251k/51S/14W|vpumeyyv||
19T/259k/57S/13W|notgreat/vpumeyyv|https://i.imgur.com/pbvI1ig.gif|TWC
30T/213k/69S/33W|notgreat||
31T/220k/73S/30W|yut23|https://cdn.discordapp.com/attachments/993498489717805076/1021951438567526410/20th_Century_Food_Court_-_DA_WINGS_31_220_2022-09-20-21-05-08.gif|
36T/181k/88S/19W|mr_puzzel||
37T/288k/84S/10W|vpumeyyv|https://i.imgur.com/fVE4jKi.mp4|WTC,WCS,WST
39T/182k/85S/21W|mr_puzzel||
40T/224k/93S/13W|notgreat/Ami|https://i.imgur.com/Xjeb54U.gif|
40T/239k/93S/12W|notgreat/Ami|https://i.imgur.com/S52RZ7K.gif|
44T/246k/105S/11W|vpumeyyv||
46T/180k/98S/22W|katplay||
47T/178k/108S/20W|katplay||
50T/174k/103S/18W|Veloso|https://cdn.discordapp.com/attachments/993498489717805076/1007977992070373406/SPOILER_20th_Century_Food_Court_-_DA_WINGS_50_174_2022-08-13-07-37-39.gif|CTS,CSW,CWT
