17T/186k/66S/20W|Ami/vpumeyyv/Tom3877|https://s12.gifyu.com/images/SrLzp.gif|TCS,STC,SCW
17T/222k/66S/19W|Ami|https://i.imgur.com/ihOe1hy.gif|
17T/274k/68S/15W|Ami|https://i.imgur.com/U9YAmqo.gif|
17T/300k/66S/10W|Ami|https://i.imgur.com/8xClbYM.gif|TSW,SWT
17T/320k/68S/8W|Ami|https://i.imgur.com/JjOdsOX.gif|TWC
18T/247k/70S/13W|Ami|https://i.imgur.com/4YBUsJr.gif|
19T/181k/71S/13W|ebonnov|https://cdn.discordapp.com/attachments/993498489717805076/1154459992884252733/20th_Century_Food_Court_-_ON_THE_FRIED_SIDE_19_184_2022-12-29-08-02-50.gif|
20T/180k/78S/19W|Tom3877|https://cdn.discordapp.com/attachments/993498489717805076/1163598556934975578/20th_Century_Food_Court_-_ON_THE_FRIED_SIDE_20_180_2023-10-16-23-57-24.gif?ex=6540289a&is=652db39a&hm=8248629f8b74a50ef3e32afa15504b414eba32b1d5dc9b926c28e6eb0ac8d2c8&|
21T/179k/82S/21W|vpumeyyv|https://cdn.discordapp.com/attachments/993498489717805076/1023726217087696936/20th_Century_Food_Court_-_ON_THE_FRIED_SIDE_21_179_2022-09-25-02-49-35.gif|
24T/338k/96S/7W|Ami/vpumeyyv|https://i.imgur.com/6bdZuTl.gif|WTC,WCS,WST
25T/175k/100S/19W|Hersmunch|https://s10.gifyu.com/images/SrLzN.gif|CTS,CSW,CWT
25T/176k/100S/17W|Hersmunch|https://cdn.discordapp.com/attachments/993498489717805076/1066693836971196446/20th_Century_Food_Court_-_ON_THE_FRIED_SIDE_25_176_2023-01-22-12-15-28.gif|
25T/177k/96S/23W|Hersmunch|https://cdn.discordapp.com/attachments/993498489717805076/1064137342408994856/20th_Century_Food_Court_-_ON_THE_FRIED_SIDE_25_177_2023-01-15-10-59-11.gif|
25T/180k/81S/11W|vpumeyyv||
31T/177k/98S/18W|vpumeyyv|https://i.imgur.com/1V7pP5j.gif|
31T/178k/96S/18W|vpumeyyv||
32T/263k/92S/8W|vpumeyyv|https://i.imgur.com/anW4oVe.mp4|
