11T/83k/44S/24W|notgreat|https://cdn.discordapp.com/attachments/993498489717805076/1021256427567841412/20th_Century_Food_Court_-_MEAT3_11_83_2022-09-18-20-08-06.gif|TCS,TSW,CTS,CWT,STC,SWC
12T/149k/48S/21W|Ami|https://i.imgur.com/yGPhFGc.gif|
13T/148k/52S/19W|Ami|https://i.imgur.com/CpYjAz4.gif|
14T/147k/56S/18W|Ami|https://i.imgur.com/cMmvKJJ.gif|WTC,WCT
